Nom Complet,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nascut a Espanya,Data_naixement,Edat,Increment_num
Alessia Rossi,Alessia,Rossi,Itàlia,Milà,6,12,1989,Dona,1434.3,No,Grup A,False,1989-12-06,36,0.05
Giulia Russo Conti,Giulia,Russo Conti,Itàlia,Milà,25,2,1971,Dona,1096.2,No,Grup A,False,1971-02-25,55,0.05
Alessandro Russo Ferrari,Alessandro,Russo Ferrari,Itàlia,Roma,13,8,1965,Home,987.0,No,Grup A,False,1965-08-13,60,0.05
Francesca Conti,Francesca,Conti,Itàlia,Roma,10,8,1955,Dona,850.5,Sí,Grup A,False,1955-08-10,70,0.05
Marco Rossi,Marco,Rossi,Itàlia,Torí,3,11,2002,Altres,1568.7,No,Grup A,False,2002-11-03,23,0.05
Alessandro Ferrari,Alessandro,Ferrari,Itàlia,Torí,13,4,1972,Altres,1400.7,Sí,Grup A,False,1972-04-13,53,0.05
Francesca Ferrari,Francesca,Ferrari,Itàlia,Torí,25,3,1999,Dona,1097.25,Sí,Grup A,False,1999-03-25,26,0.05
Alessia Russo,Alessia,Russo,Itàlia,Torí,28,11,1954,Dona,1017.45,Sí,Grup A,False,1954-11-28,71,0.05
Francesca Russo,Francesca,Russo,Itàlia,Torí,9,11,1986,Dona,1411.2,Sí,Grup A,False,1986-11-09,39,0.05
Alessandro Ferrari,Alessandro,Ferrari,Itàlia,Torí,22,7,2003,Home,1515.15,Sí,Grup A,False,2003-07-22,22,0.05
Alessia Russo Russo,Alessia,Russo Russo,Itàlia,Torí,18,5,1995,Dona,1220.1,No,Grup A,False,1995-05-18,30,0.05
Giovanni Rossi Ferrari,Giovanni,Rossi Ferrari,Itàlia,Torí,14,6,1991,Home,1073.1,No,Grup A,False,1991-06-14,34,0.05
Francesca Rossi Russo,Francesca,Rossi Russo,Itàlia,Torí,1,9,1994,Dona,1316.7,No,Grup A,False,1994-09-01,31,0.05
Youssef Bennani,Youssef,Bennani,Marroc,Casablanca,20,9,1957,Home,819.0,Sí,Grup A,False,1957-09-20,68,0.05
Youssef Fassi Zahraoui,Youssef,Fassi Zahraoui,Marroc,Casablanca,8,3,2003,Home,1300.95,Sí,Grup A,False,2003-03-08,23,0.05
Amina Zahraoui Fassi,Amina,Zahraoui Fassi,Marroc,Casablanca,20,1,1984,Dona,1162.35,No,Grup A,False,1984-01-20,42,0.05
Salma El Amrani,Salma,El Amrani,Marroc,Casablanca,12,10,1987,Dona,1484.7,No,Grup A,False,1987-10-12,38,0.05
Salma Zahraoui,Salma,Zahraoui,Marroc,Casablanca,20,12,1971,Dona,1468.95,Sí,Grup A,False,1971-12-20,54,0.05
Amina Fassi,Amina,Fassi,Marroc,Casablanca,13,12,1971,NC,1533.0,No,Grup A,False,1971-12-13,54,0.05
Youssef Zahraoui,Youssef,Zahraoui,Marroc,Casablanca,2,3,1998,Home,1678.95,No,Grup A,False,1998-03-02,28,0.05
Khadija El Amrani,Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Dona,1192.8,Sí,Grup A,False,1998-09-13,27,0.05
Ali Bennani Fassi,Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Home,1585.5,No,Grup A,False,1983-12-14,42,0.05
Amina Zahraoui Zahraoui,Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Dona,1526.7,No,Grup A,False,1973-04-20,52,0.05
Fatima Zahraoui Zahraoui,Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Dona,1276.8,No,Grup A,False,1993-02-06,33,0.05
Fatima Fassi,Fatima,Fassi,Marroc,Rabat,6,11,2005,Altres,1513.05,Sí,Grup A,False,2005-11-06,20,0.05
Mohamed Zahraoui,Mohamed,Zahraoui,Marroc,Rabat,18,11,1950,Home,1570.8,No,Grup A,False,1950-11-18,75,0.05
Salma Zahraoui El Amrani,Salma,Zahraoui El Amrani,Marroc,Rabat,28,9,1950,Dona,1198.05,No,Grup A,False,1950-09-28,75,0.05
Amina El Amrani,Amina,El Amrani,Marroc,Rabat,25,1,1959,Dona,896.7,Sí,Grup A,False,1959-01-25,67,0.05
Youssef Fassi El Amrani,Youssef,Fassi El Amrani,Marroc,Rabat,26,5,1968,Home,1044.75,Sí,Grup A,False,1968-05-26,57,0.05
Fatima Zahraoui El Amrani,Fatima,Zahraoui El Amrani,Marroc,Rabat,27,1,1986,Dona,1377.6,No,Grup A,False,1986-01-27,40,0.05
Youssef Fassi Zahraoui,Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Altres,1164.45,Sí,Grup A,False,1974-07-13,51,0.05
Omar Zahraoui Zahraoui,Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,NC,1334.55,Sí,Grup A,False,1983-07-01,42,0.05
Youssef Bennani El Amrani,Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Home,1699.95,No,Grup A,False,1960-09-05,65,0.05
Miguel González,Miguel,González,Mèxic,Ciutat de Mèxic,22,3,2002,Home,1607.55,No,Grup A,False,2002-03-22,23,0.05
Gabriela Cruz González,Gabriela,Cruz González,Mèxic,Ciutat de Mèxic,3,1,1955,Dona,1084.65,Sí,Grup A,False,1955-01-03,71,0.05
José González,José,González,Mèxic,Ciutat de Mèxic,16,8,1973,Home,1077.3,No,Grup A,False,1973-08-16,52,0.05
Miguel Ramírez,Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1748.25,No,Grup A,False,2005-04-26,20,0.05
José Cruz González,José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1501.5,No,Grup A,False,1983-10-24,42,0.05
Camila Cruz Cruz,Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1356.6,Sí,Grup A,False,1954-07-19,71,0.05
Carlos Ramírez Cruz,Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1605.45,Sí,Grup A,False,1971-12-28,54,0.05
Luisa González Hernández,Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,721.35,No,Grup A,False,2005-04-19,20,0.05
Andrés Ramírez Hernández,Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1529.85,Sí,Grup A,False,1956-09-02,69,0.05
Camila Hernández Ramírez,Camila,Hernández Ramírez,Mèxic,Guadalajara,17,12,1996,Dona,1228.5,Sí,Grup A,False,1996-12-17,29,0.05
José Hernández,José,Hernández,Mèxic,Guadalajara,12,1,1992,Altres,1440.6,No,Grup A,False,1992-01-12,34,0.05
Miguel González,Miguel,González,Mèxic,Guadalajara,15,9,1955,Home,1232.7,No,Grup A,False,1955-09-15,70,0.05
Miguel Cruz,Miguel,Cruz,Mèxic,Guadalajara,28,9,1955,Home,1318.8,Sí,Grup A,False,1955-09-28,70,0.05
María Cruz,María,Cruz,Mèxic,Guadalajara,23,6,1978,Dona,783.3,Sí,Grup A,False,1978-06-23,47,0.05
Gabriela Cruz,Gabriela,Cruz,Mèxic,Guadalajara,27,1,1955,Dona,1465.8,No,Grup A,False,1955-01-27,71,0.05
Camila Cruz Cruz,Camila,Cruz Cruz,Mèxic,Guadalajara,2,1,1952,Dona,880.95,No,Grup A,False,1952-01-02,74,0.05
Luisa Cruz Ramírez,Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Dona,758.1,No,Grup A,False,1985-02-19,41,0.05
Beatriz Ferreira Ferreira,Beatriz,Ferreira Ferreira,Portugal,Lisboa,17,11,1952,NC,1022.7,No,Grup A,False,1952-11-17,73,0.05
João Oliveira Ferreira,João,Oliveira Ferreira,Portugal,Lisboa,21,3,1985,Home,1286.25,No,Grup A,False,1985-03-21,40,0.05
Miguel Silva,Miguel,Silva,Portugal,Lisboa,12,6,1971,NC,941.85,No,Grup A,False,1971-06-12,54,0.05
Inês Silva,Inês,Silva,Portugal,Lisboa,20,8,1990,Dona,1177.05,Sí,Grup A,False,1990-08-20,35,0.05
João Oliveira,João,Oliveira,Portugal,Lisboa,1,7,1979,Home,1339.8,No,Grup A,False,1979-07-01,46,0.05
João Silva,João,Silva,Portugal,Lisboa,2,7,1994,Home,1715.7,No,Grup A,False,1994-07-02,31,0.05
Tiago Ferreira Pereira,Tiago,Ferreira Pereira,Portugal,Lisboa,15,3,1959,Altres,1326.15,No,Grup A,False,1959-03-15,67,0.05
Inês Oliveira Ferreira,Inês,Oliveira Ferreira,Portugal,Lisboa,2,5,1970,Dona,721.35,No,Grup A,False,1970-05-02,55,0.05
Tiago Ferreira,Tiago,Ferreira,Portugal,Porto,22,11,1993,Home,1308.3,Sí,Grup A,False,1993-11-22,32,0.05
Tiago Silva Pereira,Tiago,Silva Pereira,Portugal,Porto,24,3,1980,Home,1502.55,No,Grup A,False,1980-03-24,45,0.05
Tiago Oliveira,Tiago,Oliveira,Portugal,Porto,22,3,1989,Home,1421.7,Sí,Grup A,False,1989-03-22,36,0.05
Miguel Ferreira,Miguel,Ferreira,Portugal,Porto,19,2,1990,Home,1262.1,No,Grup A,False,1990-02-19,36,0.05
Inês Silva Oliveira,Inês,Silva Oliveira,Portugal,Porto,11,2,1986,Dona,1000.65,No,Grup A,False,1986-02-11,40,0.05
Miguel Oliveira Pereira,Miguel,Oliveira Pereira,Portugal,Porto,19,4,1958,Home,1081.5,No,Grup A,False,1958-04-19,67,0.05
Sophie Taylor,Sophie,Taylor,Regne Unit,Londres,27,2,1983,Dona,1542.45,No,Grup A,False,1983-02-27,43,0.05
Oliver Jones,Oliver,Jones,Regne Unit,Londres,1,6,1959,Home,956.55,Sí,Grup A,False,1959-06-01,66,0.05
George Taylor Taylor,George,Taylor Taylor,Regne Unit,Londres,8,9,1965,Home,1191.75,Sí,Grup A,False,1965-09-08,60,0.05
James Smith,James,Smith,Regne Unit,Londres,1,6,1954,Home,1131.9,No,Grup A,False,1954-06-01,71,0.05
William Brown Smith,William,Brown Smith,Regne Unit,Londres,17,7,1959,Home,1204.35,Sí,Grup A,False,1959-07-17,66,0.05
Sophie Jones,Sophie,Jones,Regne Unit,Londres,26,1,1963,Dona,718.2,No,Grup A,False,1963-01-26,63,0.05
William Brown,William,Brown,Regne Unit,Londres,24,2,1991,Home,1046.85,Sí,Grup A,False,1991-02-24,35,0.05
Olivia Taylor,Olivia,Taylor,Regne Unit,Londres,13,9,1992,NC,1486.8,Sí,Grup A,False,1992-09-13,33,0.05
Emily Taylor,Emily,Taylor,Regne Unit,Londres,24,3,1976,Dona,1312.5,Sí,Grup A,False,1976-03-24,49,0.05
Isla Taylor Smith,Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Dona,1298.85,No,Grup A,False,1965-05-07,60,0.05
William Taylor,William,Taylor,Regne Unit,Londres,11,10,1957,Home,1067.85,No,Grup A,False,1957-10-11,68,0.05
George Brown Jones,George,Brown Jones,Regne Unit,Manchester,27,12,1979,Home,1186.5,Sí,Grup A,False,1979-12-27,46,0.05
Olivia Brown Brown,Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Altres,1074.15,No,Grup A,False,1952-08-28,73,0.05
Isla Jones Brown,Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Dona,1256.85,No,Grup A,False,1999-03-28,26,0.05
William Smith,William,Smith,Regne Unit,Manchester,19,5,1997,Home,1475.25,Sí,Grup A,False,1997-05-19,28,0.05
